year,geography,geography_type,indicator,value,value_type
2013,DeKalb,County,Lorazepam,3419,Count
2013,DeKalb,County,All Opioids for Pain,37149,Count
2013,DeKalb,County,Hydrocodone,21145,Count
2013,DeKalb,County,Oxycodone,8016,Count
2013,DeKalb,County,Tramadol,2640,Count
2013,DeKalb,County,All Benzodiazepines,2890,Patients
2013,DeKalb,County,Alprazolam,1184,Patients
2013,DeKalb,County,Clonazepam,393,Patients
2013,DeKalb,County,Diazepam,674,Patients
2013,DeKalb,County,Lorazepam,738,Patients
2013,DeKalb,County,All Opioids for Pain,6793,Patients
2013,DeKalb,County,Hydrocodone,5033,Patients
2013,DeKalb,County,Oxycodone,1836,Patients
2013,DeKalb,County,Tramadol,1046,Patients
2013,DeKalb,County,All Benzodiazepines,939,Rate
2013,DeKalb,County,Alprazolam,416,Rate
2013,DeKalb,County,Clonazepam,115,Rate
2013,DeKalb,County,Diazepam,164,Rate
2013,DeKalb,County,Lorazepam,178,Rate
2013,DeKalb,County,All Opioids for Pain,1938,Rate
2013,DeKalb,County,Hydrocodone,1103,Rate
2013,DeKalb,County,Oxycodone,418,Rate
2013,DeKalb,County,Tramadol,138,Rate
2013,Dickson,County,All Benzodiazepines,29275,Count
2013,Dickson,County,Alprazolam,11144,Count
2013,Dickson,County,Clonazepam,5648,Count
2013,Dickson,County,Diazepam,5352,Count
2013,Dickson,County,Lorazepam,4767,Count
2013,Dickson,County,All Opioids for Pain,74926,Count
2013,Dickson,County,Hydrocodone,34815,Count
2013,Dickson,County,Oxycodone,18030,Count
2013,Dickson,County,Tramadol,7789,Count
2013,Dickson,County,All Benzodiazepines,6006,Patients
2013,Dickson,County,Alprazolam,2337,Patients
2013,Dickson,County,Clonazepam,1109,Patients
2013,Dickson,County,Diazepam,1622,Patients
2013,Dickson,County,Lorazepam,1196,Patients
2013,Dickson,County,All Opioids for Pain,15780,Patients
2013,Dickson,County,Hydrocodone,11096,Patients
2013,Dickson,County,Oxycodone,4762,Patients
2013,Dickson,County,Tramadol,2868,Patients
2013,Dickson,County,All Benzodiazepines,582,Rate
2013,Dickson,County,Alprazolam,222,Rate
2013,Dickson,County,Clonazepam,112,Rate
2013,Dickson,County,Diazepam,106,Rate
2013,Dickson,County,Lorazepam,95,Rate
2013,Dickson,County,All Opioids for Pain,1491,Rate
2013,Dickson,County,Hydrocodone,693,Rate
2013,Dickson,County,Oxycodone,359,Rate
2013,Dickson,County,Tramadol,155,Rate
2013,Dyer,County,All Benzodiazepines,33686,Count
2013,Dyer,County,Alprazolam,17654,Count
2013,Dyer,County,Clonazepam,4740,Count
2013,Dyer,County,Diazepam,4016,Count
2013,Dyer,County,Lorazepam,5233,Count
2013,Dyer,County,All Opioids for Pain,58632,Count
2013,Dyer,County,Hydrocodone,37642,Count
2013,Dyer,County,Oxycodone,9055,Count
2013,Dyer,County,Tramadol,4963,Count
2013,Dyer,County,All Benzodiazepines,5641,Patients
2013,Dyer,County,Alprazolam,2998,Patients
2013,Dyer,County,Clonazepam,879,Patients
2013,Dyer,County,Diazepam,936,Patients
2013,Dyer,County,Lorazepam,1086,Patients
2013,Dyer,County,All Opioids for Pain,13188,Patients
2013,Dyer,County,Hydrocodone,10464,Patients
2013,Dyer,County,Oxycodone,2607,Patients
2013,Dyer,County,Tramadol,1960,Patients
2013,Dyer,County,All Benzodiazepines,882,Rate
2013,Dyer,County,Alprazolam,462,Rate
2013,Dyer,County,Clonazepam,124,Rate
2013,Dyer,County,Diazepam,105,Rate
2013,Dyer,County,Lorazepam,137,Rate
2013,Dyer,County,All Opioids for Pain,1534,Rate
2013,Dyer,County,Hydrocodone,985,Rate
2013,Dyer,County,Oxycodone,237,Rate
2013,Dyer,County,Tramadol,130,Rate
2013,East Tennessee,Region,All Benzodiazepines,573690,Count
2013,East Tennessee,Region,Alprazolam,240172,Count
2013,East Tennessee,Region,Clonazepam,120953,Count
2013,East Tennessee,Region,Diazepam,82345,Count
2013,East Tennessee,Region,Lorazepam,94909,Count
2013,East Tennessee,Region,All Opioids for Pain,1250500,Count
2013,East Tennessee,Region,Hydrocodone,584187,Count
2013,East Tennessee,Region,Oxycodone,336465,Count
2013,East Tennessee,Region,Tramadol,111117,Count
2013,East Tennessee,Region,All Benzodiazepines,98809,Patients
2013,East Tennessee,Region,Alprazolam,41144,Patients
2013,East Tennessee,Region,Clonazepam,19877,Patients
2013,East Tennessee,Region,Diazepam,20427,Patients
2013,East Tennessee,Region,Lorazepam,21772,Patients
2013,East Tennessee,Region,All Opioids for Pain,241691,Patients
2013,East Tennessee,Region,Hydrocodone,171004,Patients
2013,East Tennessee,Region,Oxycodone,73041,Patients
2013,East Tennessee,Region,Tramadol,38606,Patients
2013,East Tennessee,Region,All Benzodiazepines,764,Rate
2013,East Tennessee,Region,Alprazolam,320,Rate
2013,East Tennessee,Region,Clonazepam,161,Rate
2013,East Tennessee,Region,Diazepam,110,Rate
2013,East Tennessee,Region,Lorazepam,126,Rate
2013,East Tennessee,Region,All Opioids for Pain,1665,Rate
2013,East Tennessee,Region,Hydrocodone,778,Rate
2013,East Tennessee,Region,Oxycodone,448,Rate
2013,East Tennessee,Region,Tramadol,148,Rate
2013,Fayette,County,All Benzodiazepines,19394,Count
2013,Fayette,County,Alprazolam,9279,Count
2013,Fayette,County,Clonazepam,3522,Count
2013,Fayette,County,Diazepam,2298,Count
2013,Fayette,County,Lorazepam,2893,Count
2013,Fayette,County,All Opioids for Pain,44205,Count
2013,Fayette,County,Hydrocodone,26091,Count
2013,Fayette,County,Oxycodone,7439,Count
2013,Fayette,County,Tramadol,5016,Count
2013,Fayette,County,All Benzodiazepines,4085,Patients
2013,Fayette,County,Alprazolam,1917,Patients
2013,Fayette,County,Clonazepam,747,Patients
2013,Fayette,County,Diazepam,735,Patients
2013,Fayette,County,Lorazepam,788,Patients
2013,Fayette,County,All Opioids for Pain,12565,Patients
2013,Fayette,County,Hydrocodone,9040,Patients
2013,Fayette,County,Oxycodone,3145,Patients
2013,Fayette,County,Tramadol,2357,Patients
2013,Fayette,County,All Benzodiazepines,501,Rate
2013,Fayette,County,Alprazolam,240,Rate
2013,Fayette,County,Clonazepam,91,Rate
2013,Fayette,County,Diazepam,59,Rate
2013,Fayette,County,Lorazepam,75,Rate
2013,Fayette,County,All Opioids for Pain,1143,Rate
2013,Fayette,County,Hydrocodone,674,Rate
2013,Fayette,County,Oxycodone,192,Rate
2013,Fayette,County,Tramadol,130,Rate
2013,Fentress,County,All Benzodiazepines,17496,Count
2013,Fentress,County,Alprazolam,8399,Count
2013,Fentress,County,Clonazepam,2992,Count
2013,Fentress,County,Diazepam,2179,Count
2013,Fentress,County,Lorazepam,3298,Count
2013,Fentress,County,All Opioids for Pain,41851,Count
2013,Fentress,County,Hydrocodone,12771,Count
2013,Fentress,County,Oxycodone,17810,Count
2013,Fentress,County,Tramadol,2467,Count
2013,Fentress,County,All Benzodiazepines,2736,Patients
2013,Fentress,County,Alprazolam,1227,Patients
2013,Fentress,County,Clonazepam,524,Patients
2013,Fentress,County,Diazepam,490,Patients
2013,Fentress,County,Lorazepam,661,Patients
2013,Fentress,County,All Opioids for Pain,6608,Patients
2013,Fentress,County,Hydrocodone,3766,Patients
2013,Fentress,County,Oxycodone,2962,Patients
2013,Fentress,County,Tramadol,828,Patients
2013,Fentress,County,All Benzodiazepines,977,Rate
2013,Fentress,County,Alprazolam,469,Rate
2013,Fentress,County,Clonazepam,167,Rate
2013,Fentress,County,Diazepam,122,Rate
2013,Fentress,County,Lorazepam,184,Rate
2013,Fentress,County,All Opioids for Pain,2337,Rate
2013,Fentress,County,Hydrocodone,713,Rate
2013,Fentress,County,Oxycodone,994,Rate
2013,Fentress,County,Tramadol,138,Rate
2013,Franklin,County,All Benzodiazepines,35223,Count
2013,Franklin,County,Alprazolam,18413,Count
2013,Franklin,County,Clonazepam,4883,Count
2013,Franklin,County,Diazepam,3845,Count
2013,Franklin,County,Lorazepam,5221,Count
2013,Franklin,County,All Opioids for Pain,71295,Count
2013,Franklin,County,Hydrocodone,39121,Count
2013,Franklin,County,Oxycodone,14213,Count
2013,Franklin,County,Tramadol,6259,Count
2013,Franklin,County,All Benzodiazepines,6231,Patients
2013,Franklin,County,Alprazolam,3182,Patients
2013,Franklin,County,Clonazepam,983,Patients
2013,Franklin,County,Diazepam,1086,Patients
2013,Franklin,County,Lorazepam,1170,Patients
2013,Franklin,County,All Opioids for Pain,14628,Patients
2013,Franklin,County,Hydrocodone,10793,Patients
2013,Franklin,County,Oxycodone,3927,Patients
2013,Franklin,County,Tramadol,2817,Patients
2013,Franklin,County,All Benzodiazepines,856,Rate
2013,Franklin,County,Alprazolam,448,Rate
2013,Franklin,County,Clonazepam,119,Rate
2013,Franklin,County,Diazepam,93,Rate
2013,Franklin,County,Lorazepam,127,Rate
2013,Franklin,County,All Opioids for Pain,1733,Rate
2013,Franklin,County,Hydrocodone,951,Rate
2013,Franklin,County,Oxycodone,346,Rate
2013,Franklin,County,Tramadol,152,Rate
2013,Gibson,County,All Benzodiazepines,49856,Count
2013,Gibson,County,Alprazolam,28071,Count
2013,Gibson,County,Clonazepam,5931,Count
2013,Gibson,County,Diazepam,3779,Count
2013,Gibson,County,Lorazepam,8567,Count
2013,Gibson,County,All Opioids for Pain,72444,Count
2013,Gibson,County,Hydrocodone,45223,Count
2013,Gibson,County,Oxycodone,8070,Count
2013,Gibson,County,Tramadol,9082,Count
2013,Gibson,County,All Benzodiazepines,8457,Patients
2013,Gibson,County,Alprazolam,4996,Patients
2013,Gibson,County,Clonazepam,1040,Patients
2013,Gibson,County,Diazepam,983,Patients
2013,Gibson,County,Lorazepam,1653,Patients
2013,Gibson,County,All Opioids for Pain,16778,Patients
2013,Gibson,County,Hydrocodone,12555,Patients
2013,Gibson,County,Oxycodone,2942,Patients
2013,Gibson,County,Tramadol,2920,Patients
2013,Gibson,County,All Benzodiazepines,1008,Rate
2013,Gibson,County,Alprazolam,568,Rate
2013,Gibson,County,Clonazepam,120,Rate
2013,Gibson,County,Diazepam,76,Rate
2013,Gibson,County,Lorazepam,173,Rate
2013,Gibson,County,All Opioids for Pain,1465,Rate
2013,Gibson,County,Hydrocodone,914,Rate
2013,Gibson,County,Oxycodone,163,Rate
2013,Gibson,County,Tramadol,184,Rate
2013,Giles,County,All Benzodiazepines,23270,Count
2013,Giles,County,Alprazolam,12230,Count
2013,Giles,County,Clonazepam,3212,Count
2013,Giles,County,Diazepam,2665,Count
2013,Giles,County,Lorazepam,3174,Count
2013,Giles,County,All Opioids for Pain,46731,Count
2013,Giles,County,Hydrocodone,28704,Count
2013,Giles,County,Oxycodone,8130,Count
2013,Giles,County,Tramadol,3706,Count
2013,Giles,County,All Benzodiazepines,4208,Patients
2013,Giles,County,Alprazolam,2317,Patients
2013,Giles,County,Clonazepam,639,Patients
2013,Giles,County,Diazepam,684,Patients
2013,Giles,County,Lorazepam,794,Patients
2013,Giles,County,All Opioids for Pain,9466,Patients
2013,Giles,County,Hydrocodone,7405,Patients
2013,Giles,County,Oxycodone,2060,Patients
2013,Giles,County,Tramadol,1452,Patients
2013,Giles,County,All Benzodiazepines,810,Rate
2013,Giles,County,Alprazolam,425,Rate
2013,Giles,County,Clonazepam,112,Rate
2013,Giles,County,Diazepam,93,Rate
2013,Giles,County,Lorazepam,110,Rate
2013,Giles,County,All Opioids for Pain,1626,Rate
2013,Giles,County,Hydrocodone,999,Rate
2013,Giles,County,Oxycodone,283,Rate
2013,Giles,County,Tramadol,129,Rate
2013,Grainger,County,All Benzodiazepines,21334,Count
2013,Grainger,County,Alprazolam,8281,Count
2013,Grainger,County,Clonazepam,6030,Count
2013,Grainger,County,Diazepam,2817,Count
2013,Grainger,County,Lorazepam,3168,Count
2013,Grainger,County,All Opioids for Pain,40907,Count
2013,Grainger,County,Hydrocodone,19246,Count
2013,Grainger,County,Oxycodone,10243,Count
2013,Grainger,County,Tramadol,3328,Count
2013,Grainger,County,All Benzodiazepines,3260,Patients
2013,Grainger,County,Alprazolam,1386,Patients
2013,Grainger,County,Clonazepam,767,Patients
2013,Grainger,County,Diazepam,607,Patients
2013,Grainger,County,Lorazepam,630,Patients
2013,Grainger,County,All Opioids for Pain,7642,Patients
2013,Grainger,County,Hydrocodone,5470,Patients
2013,Grainger,County,Oxycodone,2198,Patients
2013,Grainger,County,Tramadol,1071,Patients
2013,Grainger,County,All Benzodiazepines,940,Rate
2013,Grainger,County,Alprazolam,365,Rate
2013,Grainger,County,Clonazepam,266,Rate
2013,Grainger,County,Diazepam,124,Rate
2013,Grainger,County,Lorazepam,140,Rate
2013,Grainger,County,All Opioids for Pain,1802,Rate
2013,Grainger,County,Hydrocodone,848,Rate
2013,Grainger,County,Oxycodone,451,Rate
2013,Grainger,County,Tramadol,147,Rate
2013,Greene,County,All Benzodiazepines,69781,Count
2013,Greene,County,Alprazolam,27147,Count
2013,Greene,County,Clonazepam,15638,Count
2013,Greene,County,Diazepam,9792,Count
2013,Greene,County,Lorazepam,12361,Count
2013,Greene,County,All Opioids for Pain,113607,Count
2013,Greene,County,Hydrocodone,57897,Count
2013,Greene,County,Oxycodone,23551,Count
2013,Greene,County,Tramadol,14133,Count
2013,Greene,County,All Benzodiazepines,10816,Patients
2013,Greene,County,Alprazolam,4344,Patients
2013,Greene,County,Clonazepam,2286,Patients
2013,Greene,County,Diazepam,1955,Patients
2013,Greene,County,Lorazepam,2538,Patients
2013,Greene,County,All Opioids for Pain,21895,Patients
2013,Greene,County,Hydrocodone,15115,Patients
2013,Greene,County,Oxycodone,6111,Patients
2013,Greene,County,Tramadol,4828,Patients
2013,Greene,County,All Benzodiazepines,1022,Rate
2013,Greene,County,Alprazolam,398,Rate
2013,Greene,County,Clonazepam,229,Rate
2013,Greene,County,Diazepam,143,Rate
2013,Greene,County,Lorazepam,181,Rate
2013,Greene,County,All Opioids for Pain,1664,Rate
2013,Greene,County,Hydrocodone,848,Rate
2013,Greene,County,Oxycodone,345,Rate
2013,Greene,County,Tramadol,207,Rate
2013,Grundy,County,All Benzodiazepines,20765,Count
2013,Grundy,County,Alprazolam,12180,Count
2013,Grundy,County,Clonazepam,2154,Count
2013,Grundy,County,Diazepam,2740,Count
2013,Grundy,County,Lorazepam,2473,Count
2013,Grundy,County,All Opioids for Pain,37046,Count
2013,Grundy,County,Hydrocodone,18440,Count
2013,Grundy,County,Oxycodone,11301,Count
2013,Grundy,County,Tramadol,2312,Count
2013,Grundy,County,All Benzodiazepines,3040,Patients
2013,Grundy,County,Alprazolam,1708,Patients
2013,Grundy,County,Clonazepam,429,Patients
2013,Grundy,County,Diazepam,563,Patients
2013,Grundy,County,Lorazepam,522,Patients
2013,Grundy,County,All Opioids for Pain,6038,Patients
2013,Grundy,County,Hydrocodone,4202,Patients
2013,Grundy,County,Oxycodone,2007,Patients
2013,Grundy,County,Tramadol,817,Patients
2013,Grundy,County,All Benzodiazepines,1538,Rate
2013,Grundy,County,Alprazolam,902,Rate
2013,Grundy,County,Clonazepam,160,Rate
2013,Grundy,County,Diazepam,203,Rate
2013,Grundy,County,Lorazepam,183,Rate
2013,Grundy,County,All Opioids for Pain,2745,Rate
2013,Grundy,County,Hydrocodone,1366,Rate
2013,Grundy,County,Oxycodone,837,Rate
2013,Grundy,County,Tramadol,171,Rate
2013,Hamblen,County,All Benzodiazepines,49992,Count
2013,Hamblen,County,Alprazolam,19459,Count
2013,Hamblen,County,Clonazepam,12821,Count
2013,Hamblen,County,Diazepam,6844,Count
2013,Hamblen,County,Lorazepam,7660,Count
2013,Hamblen,County,All Opioids for Pain,104223,Count
2013,Hamblen,County,Hydrocodone,54190,Count
2013,Hamblen,County,Oxycodone,23016,Count
2013,Hamblen,County,Tramadol,9209,Count
2013,Hamblen,County,All Benzodiazepines,8487,Patients
2013,Hamblen,County,Alprazolam,3392,Patients
2013,Hamblen,County,Clonazepam,1843,Patients
2013,Hamblen,County,Diazepam,1652,Patients
2013,Hamblen,County,Lorazepam,1872,Patients
2013,Hamblen,County,All Opioids for Pain,20019,Patients
2013,Hamblen,County,Hydrocodone,14887,Patients
2013,Hamblen,County,Oxycodone,5168,Patients
2013,Hamblen,County,Tramadol,2934,Patients
2013,Hamblen,County,All Benzodiazepines,793,Rate
2013,Hamblen,County,Alprazolam,309,Rate
2013,Hamblen,County,Clonazepam,203,Rate
2013,Hamblen,County,Diazepam,109,Rate
2013,Hamblen,County,Lorazepam,121,Rate
2013,Hamblen,County,All Opioids for Pain,1652,Rate
2013,Hamblen,County,Hydrocodone,859,Rate
2013,Hamblen,County,Oxycodone,365,Rate
2013,Hamblen,County,Tramadol,146,Rate
2013,Hamilton,County,All Benzodiazepines,198774,Count
2013,Hamilton,County,Alprazolam,71155,Count
2013,Hamilton,County,Clonazepam,46509,Count
2013,Hamilton,County,Diazepam,23252,Count
2013,Hamilton,County,Lorazepam,40685,Count
2013,Hamilton,County,All Opioids for Pain,419768,Count
2013,Hamilton,County,Hydrocodone,211682,Count
2013,Hamilton,County,Oxycodone,91419,Count
2013,Hamilton,County,Tramadol,47595,Count
2013,Hamilton,County,All Benzodiazepines,38765,Patients
2013,Hamilton,County,Alprazolam,13348,Patients
2013,Hamilton,County,Clonazepam,8885,Patients
2013,Hamilton,County,Diazepam,7686,Patients
2013,Hamilton,County,Lorazepam,10454,Patients
2013,Hamilton,County,All Opioids for Pain,100014,Patients
2013,Hamilton,County,Hydrocodone,67174,Patients
2013,Hamilton,County,Oxycodone,29704,Patients
2013,Hamilton,County,Tramadol,20681,Patients
2013,Hamilton,County,All Benzodiazepines,570,Rate
2013,Hamilton,County,Alprazolam,204,Rate
2013,Hamilton,County,Clonazepam,133,Rate
2013,Hamilton,County,Diazepam,67,Rate
2013,Hamilton,County,Lorazepam,117,Rate
2013,Hamilton,County,All Opioids for Pain,1204,Rate
2013,Hamilton,County,Hydrocodone,607,Rate
2013,Hamilton,County,Oxycodone,262,Rate
2013,Hamilton,County,Tramadol,137,Rate
2013,Hancock,County,All Benzodiazepines,6625,Count
2013,Hancock,County,Alprazolam,1660,Count
2013,Hancock,County,Clonazepam,2567,Count
2013,Hancock,County,Diazepam,1224,Count
2013,Hancock,County,Lorazepam,885,Count
2013,Hancock,County,All Opioids for Pain,13085,Count
2013,Hancock,County,Hydrocodone,6910,Count
2013,Hancock,County,Oxycodone,2713,Count
2013,Hancock,County,Tramadol,1148,Count
2013,Hancock,County,All Benzodiazepines,990,Patients
2013,Hancock,County,Alprazolam,274,Patients
2013,Hancock,County,Clonazepam,389,Patients
2013,Hancock,County,Diazepam,212,Patients
2013,Hancock,County,Lorazepam,182,Patients
2013,Hancock,County,All Opioids for Pain,2210,Patients
2013,Hancock,County,Hydrocodone,1628,Patients
2013,Hancock,County,Oxycodone,577,Patients
2013,Hancock,County,Tramadol,295,Patients
2013,Hancock,County,All Benzodiazepines,992,Rate
2013,Hancock,County,Alprazolam,249,Rate
2013,Hancock,County,Clonazepam,384,Rate
2013,Hancock,County,Diazepam,183,Rate
2013,Hancock,County,Lorazepam,133,Rate
2013,Hancock,County,All Opioids for Pain,1959,Rate
2013,Hancock,County,Hydrocodone,1035,Rate
2013,Hancock,County,Oxycodone,406,Rate
2013,Hancock,County,Tramadol,172,Rate
2013,Hardeman,County,All Benzodiazepines,18767,Count
2013,Hardeman,County,Alprazolam,9369,Count
2013,Hardeman,County,Clonazepam,2781,Count
2013,Hardeman,County,Diazepam,1473,Count
2013,Hardeman,County,Lorazepam,3955,Count
2013,Hardeman,County,All Opioids for Pain,37784,Count
2013,Hardeman,County,Hydrocodone,24743,Count
2013,Hardeman,County,Oxycodone,4200,Count
2013,Hardeman,County,Tramadol,4361,Count
2013,Hardeman,County,All Benzodiazepines,3346,Patients
2013,Hardeman,County,Alprazolam,1686,Patients
2013,Hardeman,County,Clonazepam,571,Patients
2013,Hardeman,County,Diazepam,432,Patients
2013,Hardeman,County,Lorazepam,758,Patients
2013,Hardeman,County,All Opioids for Pain,8750,Patients
2013,Hardeman,County,Hydrocodone,6523,Patients
2013,Hardeman,County,Oxycodone,1517,Patients
2013,Hardeman,County,Tramadol,1941,Patients
2013,Hardeman,County,All Benzodiazepines,713,Rate
2013,Hardeman,County,Alprazolam,356,Rate
2013,Hardeman,County,Clonazepam,106,Rate
2013,Hardeman,County,Diazepam,56,Rate
2013,Hardeman,County,Lorazepam,150,Rate
2013,Hardeman,County,All Opioids for Pain,1436,Rate
2013,Hardeman,County,Hydrocodone,941,Rate
2013,Hardeman,County,Oxycodone,160,Rate
2013,Hardeman,County,Tramadol,166,Rate
2013,Hardin,County,All Benzodiazepines,28558,Count
2013,Hardin,County,Alprazolam,13218,Count
2013,Hardin,County,Clonazepam,4985,Count
2013,Hardin,County,Diazepam,2904,Count
